image_id,first_compo,others,undecidable
1500532276091.jpg,6.0,13,False
1500532278568.jpg,1.0,8,False
1500532279494.jpg,1.0,"15,8",False
1500532281061.jpg,3.0,"11,15,7",False
1500532285086.jpg,3.0,5,False
1500532286574.jpg,1.0,"4,8",False
1500532289304.jpg,3.0,"5,12",False
1500532297521.jpg,13.0,"11,12,14",False
1500532299613.jpg,3.0,12,False
1500532302591.jpg,1.0,"4,8",False
1500532303208.jpg,8.0,"5,11",False
1500532306922.jpg,6.0,7,False
1500532308458.jpg,3.0,13,False
1500532309079.jpg,12.0,"1,4",False
1500532309686.jpg,6.0,14,False
1500532311237.jpg,3.0,"4,8",False
1500532312844.jpg,14.0,"11,12",False
1500532314370.jpg,6.0,12,False
1500532316648.jpg,14.0,,False
1500532318124.jpg,5.0,"14,6",False
1500532318792.jpg,1.0,4,False
1500532319480.jpg,5.0,"1,15,10",False
1500532321054.jpg,1.0,4,False
1500532321709.jpg,6.0,"14,7,8",False
1500532324512.jpg,1.0,"4,7",False
1500532326689.jpg,3.0,"4,11",False
1500532331848.jpg,8.0,7,False
1500532332518.jpg,3.0,"5,11",False
1500532333726.jpg,1.0,"14,7",False
1500532335681.jpg,3.0,"14,7",False
1500532337634.jpg,3.0,6,False
1500532339026.jpg,3.0,4,False
1500532340636.jpg,1.0,8,False
1500532341691.jpg,1.0,6,False
1500532343177.jpg,3.0,"2,13",False
1500532344821.jpg,1.0,4,False
1500532358767.jpg,1.0,"4,6,8",False
1500532359393.jpg,6.0,"13,15",False
1500532362362.jpg,13.0,11,False
1500532363853.jpg,11.0,"13,7",False
1500532367009.jpg,3.0,8,False
1500532369392.jpg,14.0,"1,7",False
1500532370027.jpg,1.0,"5,12",False
1500532372472.jpg,3.0,"4,6",False
1500532374521.jpg,3.0,"4,5",False
1500532381328.jpg,6.0,3,False
1500532382959.jpg,6.0,8,False
1500532385519.jpg,3.0,13,False
1500532387854.jpg,3.0,12,False
1500532389569.jpg,11.0,1,False
1500532394222.jpg,7.0,1,False
1500532396331.jpg,6.0,"5,14",False
1500532397079.jpg,14.0,9,False
1500532397756.jpg,11.0,7,False
1500532401741.jpg,6.0,"14,15,7",False
1500532404130.jpg,1.0,4,False
1500532405950.jpg,8.0,13,False
1500532407732.jpg,6.0,"11,8",False
1500532410482.jpg,11.0,"3,8",False
1500532412089.jpg,11.0,12,False
1500532415444.jpg,3.0,"5,6",False
1500532416987.jpg,3.0,"5,6",False
1500532417655.jpg,11.0,"14,7",False
1500532418342.jpg,11.0,"4,7",False
1500532419846.jpg,11.0,"4,5,7",False
1500532434264.jpg,6.0,"4,15",False
1500532435830.jpg,1.0,"8,9",False
1500532436447.jpg,3.0,7,False
1500532437137.jpg,1.0,15,False
1500532438785.jpg,,,True
1500532440736.jpg,11.0,4,False
1500532448292.jpg,6.0,8,False
1500532450171.jpg,1.0,"8,9",False
1500532453297.jpg,2.0,9,False
1500532453991.jpg,6.0,11,False
1500532455400.jpg,13.0,"11,8",False
1500532457630.jpg,13.0,8,False
1500532461496.jpg,1.0,7,False
1500532463070.jpg,6.0,"11,8",False
1500532467591.jpg,14.0,8,False
1500532469028.jpg,6.0,"5,7",False
1500532470556.jpg,14.0,"1,4,7",False
1500532472048.jpg,14.0,"1,7",False
1500532477893.jpg,1.0,13,False
1500532479326.jpg,6.0,5,False
1500532481151.jpg,1.0,6,False
1500532482692.jpg,11.0,,False
1500532484338.jpg,,,True
1500532485853.jpg,3.0,5,False
1500532489175.jpg,2.0,"5,6",False
1500532490746.jpg,11.0,"1,4",False
1500532493389.jpg,1.0,"6,8",False
1500532494085.jpg,11.0,7,False
1500532495742.jpg,11.0,"1,7",False
1500532500286.jpg,1.0,"5,8",False
1500532502752.jpg,8.0,7,False
1500532505612.jpg,,,True
1500532509343.jpg,1.0,9,False
1500532514198.jpg,3.0,"1,7",False
1500532533046.jpg,7.0,"3,6",False
1500532534262.jpg,11.0,9,False
1500532576985.jpg,7.0,11,False
1500532578947.jpg,12.0,"3,5,7",False
1500532593827.jpg,7.0,"3,15",False
1500532633672.jpg,,,True
1500532635002.jpg,14.0,7,False
1500532636609.jpg,1.0,5,False
1500532637252.jpg,9.0,7,False
1500532640346.jpg,1.0,7,False
1500532642123.jpg,8.0,"6,7",False
1500532646993.jpg,1.0,"13,6",False
1500532648643.jpg,7.0,8,False
1500532650342.jpg,12.0,6,False
1500532651118.jpg,3.0,"4,8",False
1500532653439.jpg,3.0,"1,5",False
1500532654149.jpg,,,True
1500532654832.jpg,12.0,1,False
1500532656403.jpg,1.0,8,False
1500532658386.jpg,,,True
1500532659047.jpg,1.0,"4,8",False
1500532660560.jpg,14.0,7,False
1500532663692.jpg,5.0,7,False
1500532664342.jpg,8.0,,False
1500532666229.jpg,1.0,9,False
1500532673334.jpg,3.0,"11,12",False
1500532674900.jpg,1.0,4,False
1500532676473.jpg,1.0,8,False
1500532678666.jpg,1.0,"13,14",False
1500532680687.jpg,1.0,7,False
1500532681411.jpg,6.0,14,False
1500532687314.jpg,1.0,"13,14",False
1500532688915.jpg,1.0,"6,8",False
1500532690732.jpg,7.0,9,False
1500532694523.jpg,1.0,9,False
1500532698214.jpg,1.0,"4,6",False
1500532698896.jpg,6.0,"5,8",False
1500532700502.jpg,12.0,3,False
1500532701187.jpg,,,True
1500532702638.jpg,11.0,"3,7",False
1500532704204.jpg,1.0,,False
1500532706656.jpg,1.0,7,False
1500532707339.jpg,1.0,,False
1500532708893.jpg,8.0,13,False
1500532710626.jpg,8.0,5,False
1500532712339.jpg,3.0,7,False
1500532713938.jpg,7.0,4,False
1500532714753.jpg,10.0,7,False
1500532715747.jpg,3.0,4,False
1500532717352.jpg,14.0,"13,6",False
1500532718859.jpg,,,True
1500532719515.jpg,3.0,5,False
1500532720184.jpg,1.0,7,False
1500532720923.jpg,1.0,"4,8",False
1500532723064.jpg,1.0,"11,7,8",False
1500532723764.jpg,11.0,"1,5",False
1500532727167.jpg,,,True
1500532730978.jpg,,,True
1500532732532.jpg,2.0,"11,9",False
1500532734140.jpg,5.0,8,False
1500532738002.jpg,6.0,12,False
1500532739787.jpg,6.0,9,False
1500532743186.jpg,1.0,12,False
1500532744303.jpg,3.0,14,False
1500532748823.jpg,,,True
1500532749526.jpg,3.0,"1,8",False
1500532754012.jpg,1.0,"14,7",False
1500532756359.jpg,3.0,"15,6",False
1500532758885.jpg,8.0,"4,5",False
1500532763090.jpg,1.0,4,False
1500532775877.jpg,6.0,"4,7",False
1500532778713.jpg,3.0,"14,7",False
1500532781165.jpg,1.0,"4,8",False
1500532782549.jpg,9.0,"3,5,15",False
1500532783295.jpg,1.0,8,False
1500532784028.jpg,1.0,"13,6",False
1500532788714.jpg,1.0,12,False
1500532792933.jpg,1.0,15,False
1500532797304.jpg,,,True
1500532798207.jpg,1.0,"5,7",False
1500532799888.jpg,,,True
1500532801633.jpg,1.0,,False
1500532803159.jpg,1.0,7,False
1500532806379.jpg,,,True
1500532807960.jpg,3.0,"1,4",False
1500532811423.jpg,1.0,9,False
1500532815752.jpg,1.0,14,False
1500532817351.jpg,1.0,"7,8",False
1500532818943.jpg,3.0,"1,9",False
1500532820630.jpg,11.0,"12,7",False
1500532823872.jpg,1.0,14,False
1500532825452.jpg,1.0,5,False
1500532827354.jpg,1.0,"7,9",False
1500532828076.jpg,6.0,"1,3",False
1500532836433.jpg,6.0,"13,7",False
1500532859249.jpg,5.0,7,False
1500532861087.jpg,3.0,"5,7",False
1500532864144.jpg,1.0,,False
1500532865628.jpg,1.0,2,False
1500532867110.jpg,1.0,"3,6",False
1500532872370.jpg,,,True
1500532874347.jpg,1.0,10,False
1500532877471.jpg,1.0,"2,5",False
1500532878239.jpg,1.0,10,False
1500532881971.jpg,3.0,"12,7",False
1500532882671.jpg,8.0,7,False
1500532884271.jpg,1.0,,False
1500532887061.jpg,1.0,5,False
1500532888681.jpg,1.0,10,False
1500532890334.jpg,5.0,1,False
1500532891887.jpg,1.0,7,False
1500532892880.jpg,,,True
1500532894548.jpg,6.0,7,False
1500532896072.jpg,6.0,"7,8",False
1500532896838.jpg,1.0,7,False
1500532897533.jpg,14.0,3,False
1500532903076.jpg,13.0,11,False
1500532905677.jpg,14.0,12,False
1500532907406.jpg,7.0,"4,14,9",False
1500532908232.jpg,,,True
1500532909959.jpg,14.0,13,False
1500532911577.jpg,3.0,14,False
1500532915087.jpg,3.0,5,False
1500532916180.jpg,7.0,"5,14",False
1500532918476.jpg,3.0,5,False
1500532924431.jpg,1.0,"4,9",False
1500532925468.jpg,6.0,5,False
1500532927089.jpg,3.0,"4,9",False
1500532928654.jpg,7.0,15,False
1500532930215.jpg,2.0,4,False
1500532931549.jpg,3.0,9,False
1500532937302.jpg,7.0,1,False
1500532940305.jpg,4.0,1,False
1500532945201.jpg,6.0,7,False
1500532945948.jpg,,,True
1500532948589.jpg,5.0,10,False
1500532950117.jpg,5.0,,False
1500532951738.jpg,3.0,6,False
1500532955715.jpg,7.0,5,False
1500532957252.jpg,4.0,3,False
1500532958801.jpg,12.0,5,False
1500532960408.jpg,11.0,12,False
1500532961951.jpg,3.0,12,False
1500532963121.jpg,1.0,12,False
1500532963845.jpg,,,True
1500532965575.jpg,3.0,14,False
1500532966447.jpg,3.0,1,False
1500532969521.jpg,,,True
1500532971524.jpg,13.0,"1,6",False
1500532973043.jpg,1.0,"5,8",False
1500532979365.jpg,5.0,"7,9",False
1500532981217.jpg,7.0,"2,6",False
1500532983014.jpg,3.0,4,False
1500532984564.jpg,7.0,2,False
1500532987741.jpg,1.0,13,False
1500532990920.jpg,3.0,"4,9",False
1500532993889.jpg,2.0,,False
1500532996695.jpg,14.0,5,False
1500533002290.jpg,1.0,,False
1500533003009.jpg,1.0,4,False
1500533005778.jpg,3.0,,False
1500533006575.jpg,14.0,,False
1500533009817.jpg,14.0,7,False
1500533010615.jpg,,,True
1500533012723.jpg,1.0,,False
1500533017266.jpg,6.0,"11,7",False
1500533020623.jpg,,,True
1500533022193.jpg,,,True
1500533023759.jpg,14.0,12,False
1500533025324.jpg,12.0,7,False
1500533031794.jpg,6.0,"1,8",False
1500533036834.jpg,14.0,1,False
1500533039146.jpg,1.0,12,False
1500533045819.jpg,1.0,7,False
1500533047691.jpg,1.0,6,False
1500533049328.jpg,,,True
1500533054811.jpg,9.0,"14,7",False
1500533062217.jpg,14.0,7,False
1500533063929.jpg,5.0,8,False
1500533065784.jpg,,,True
1500533067416.jpg,14.0,13,False
1500533070940.jpg,,,True
1500533074042.jpg,10.0,7,False
1500533076135.jpg,12.0,3,False
1500533087335.jpg,7.0,6,False
1500533090262.jpg,7.0,,False
1500533091909.jpg,6.0,8,False
1500533094003.jpg,11.0,,False
1500533098749.jpg,7.0,2,False
1500533102864.jpg,,,True
1500533104528.jpg,,,True
1500533105235.jpg,,,True
1500533108816.jpg,14.0,13,False
1500533114179.jpg,,,True
1500533115858.jpg,6.0,"1,2",False
1500533117426.jpg,1.0,8,False
1500533119379.jpg,1.0,5,False
1500533124827.jpg,10.0,5,False
1500533125821.jpg,6.0,14,False
1500533128022.jpg,3.0,7,False
1500533128720.jpg,1.0,"5,11",False
1500533129858.jpg,14.0,3,False
1500533131401.jpg,3.0,13,False
1500533133153.jpg,3.0,"5,11",False
1500533135368.jpg,6.0,11,False
1500533138834.jpg,1.0,7,False
1500533142862.jpg,14.0,"2,5",False
1500533144643.jpg,9.0,7,False
1500533146715.jpg,13.0,14,False
1500533154270.jpg,3.0,,False
1500533165914.jpg,14.0,5,False
1500533170151.jpg,6.0,9,False
1500533172329.jpg,11.0,6,False
1500533176195.jpg,8.0,,False
1500533177842.jpg,14.0,9,False
1500533179415.jpg,3.0,"1,7",False
1500533182591.jpg,8.0,,False
1500533184083.jpg,3.0,"5,11",False
1500533185581.jpg,3.0,12,False
1500533187156.jpg,11.0,7,False
1500533188644.jpg,14.0,9,False
1500533192384.jpg,3.0,"5,7",False
1500533194765.jpg,,,True
1500533198082.jpg,11.0,7,False
1500533199700.jpg,,,True
1500533204503.jpg,6.0,"5,12",False
1500533206811.jpg,6.0,4,False
1500533208421.jpg,,,True
1500533209998.jpg,6.0,15,False
1500533211832.jpg,6.0,,False
1500533212730.jpg,3.0,"12,8",False
1500533213417.jpg,7.0,"1,11",False
1500533214136.jpg,3.0,"5,13",False
1500533217428.jpg,3.0,8,False
1500533218420.jpg,9.0,14,False
1500533220307.jpg,6.0,"2,14",False
1500533222016.jpg,8.0,11,False
1500533226514.jpg,1.0,"4,8",False
1500533228152.jpg,7.0,3,False
1500533230611.jpg,5.0,8,False
1500533231368.jpg,13.0,14,False
1500533232954.jpg,6.0,7,False
1500533233695.jpg,8.0,11,False
1500533234676.jpg,14.0,,False
1500533236399.jpg,,,True
1500533237156.jpg,3.0,"4,5",False
1500533238740.jpg,14.0,"13,6",False
1500533239979.jpg,3.0,"5,8",False
1500533240666.jpg,6.0,,False
1500533241392.jpg,,,True
1500533242147.jpg,3.0,7,False
1500533242859.jpg,11.0,6,False
1500533244459.jpg,1.0,"5,14",False
1500533246552.jpg,14.0,"7,9",False
1500533247384.jpg,11.0,"3,7",False
1500533248088.jpg,5.0,7,False
1500533249783.jpg,11.0,"1,7",False
1500533252515.jpg,,,True
1500533257020.jpg,1.0,"3,7",False
1500533258799.jpg,2.0,"1,6",False
1500533259518.jpg,3.0,11,False
1500533262160.jpg,14.0,,False
1500533264419.jpg,,,True
1500533266130.jpg,14.0,6,False
1500533268064.jpg,8.0,1,False
1500533272270.jpg,,,True
1500533277671.jpg,1.0,"5,12",False
1500533282788.jpg,14.0,"7,9",False
1500533285423.jpg,3.0,"6,7",False
1500533287865.jpg,11.0,7,False
1500533289442.jpg,7.0,4,False
1500533293373.jpg,6.0,"13,7",False
1500533294032.jpg,3.0,,False
1500533295729.jpg,6.0,7,False
1500533297438.jpg,3.0,12,False
1500533298314.jpg,5.0,1,False
1500533300249.jpg,7.0,11,False
1500533302547.jpg,7.0,"4,11",False
1500533304318.jpg,5.0,10,False
1500533307749.jpg,1.0,"3,7",False
1500533309885.jpg,1.0,4,False
1500533311477.jpg,6.0,14,False
1500533313033.jpg,3.0,6,False
1500533315630.jpg,6.0,7,False
1500533318591.jpg,6.0,11,False
1500533319297.jpg,6.0,7,False
1500533320078.jpg,5.0,3,False
1500533326518.jpg,8.0,4,False
1500533328428.jpg,3.0,4,False
1500533331627.jpg,6.0,"4,11",False
1500533336241.jpg,6.0,5,False
1500533339759.jpg,1.0,5,False
1500533340751.jpg,3.0,,False
1500533345030.jpg,1.0,5,False
1500533346944.jpg,6.0,4,False
1500533348530.jpg,11.0,15,False
1500533350857.jpg,14.0,4,False
1500533353000.jpg,6.0,5,False
1500533353860.jpg,1.0,"5,6",False
1500533355012.jpg,5.0,"11,8",False
1500533357464.jpg,6.0,7,False
1500533358325.jpg,5.0,8,False
1500533359178.jpg,8.0,7,False
1500533363018.jpg,,,True
1500533365512.jpg,3.0,"7,9",False
1500533368898.jpg,,,True
1500533373439.jpg,5.0,8,False
1500533374577.jpg,6.0,"4,11",False
1500533376124.jpg,3.0,7,False
1500533380034.jpg,3.0,14,False
1500533385526.jpg,7.0,,False
1500533391789.jpg,8.0,7,False
1500533393107.jpg,5.0,"1,4",False
1500533397118.jpg,5.0,"3,8",False
1500533400574.jpg,9.0,4,False
1500533408129.jpg,7.0,,False
1500533410465.jpg,1.0,5,False
1500533414833.jpg,8.0,7,False
1500533416485.jpg,6.0,7,False
1500533418058.jpg,6.0,"5,14,15",False
1500533418786.jpg,5.0,"6,7",False
1500533420438.jpg,3.0,"12,7",False
1500533422255.jpg,5.0,"15,7",False
1500533422926.jpg,,,True
1500533431901.jpg,7.0,11,False
1500533432584.jpg,3.0,5,False
1500533433307.jpg,11.0,"4,6",False
1500533435438.jpg,7.0,,False
1500533441132.jpg,7.0,"11,6",False
1500533442913.jpg,9.0,7,False
1500533444577.jpg,9.0,7,False
1500533449405.jpg,6.0,"3,4",False
1500533452010.jpg,1.0,7,False
1500533454788.jpg,3.0,"7,9",False
1500533459215.jpg,1.0,7,False
1500533459949.jpg,,,True
1500533462716.jpg,3.0,"5,8",False
1500533468203.jpg,11.0,"6,7",False
1500533473405.jpg,6.0,"4,7,8",False
1500533476557.jpg,1.0,"3,5",False
1500533479124.jpg,,,True
1500533487443.jpg,1.0,"7,9",False
1500533491049.jpg,6.0,4,False
1500533491786.jpg,3.0,12,False
1500533494456.jpg,14.0,7,False
1500533496323.jpg,7.0,3,False
1500533498250.jpg,8.0,7,False
1500533502459.jpg,7.0,8,False
1500533504048.jpg,8.0,7,False
1500533504797.jpg,6.0,"2,7",False
1500533505848.jpg,3.0,4,False
1500533514055.jpg,6.0,7,False
1500533515347.jpg,7.0,6,False
1500533517823.jpg,6.0,,False
1500533519573.jpg,1.0,"5,8",False
1500533521465.jpg,3.0,7,False
1500533523075.jpg,3.0,"12,9",False
1500533528225.jpg,3.0,"5,6",False
1500533530124.jpg,14.0,9,False
1500533531975.jpg,3.0,4,False
1500533533589.jpg,11.0,7,False
1500533534346.jpg,1.0,8,False
1500533536131.jpg,6.0,"14,7",False
1500533538392.jpg,3.0,5,False
1500533539882.jpg,11.0,7,False
1500533540694.jpg,1.0,8,False
1500533542355.jpg,7.0,,False
1500533546048.jpg,6.0,7,False
1500533551008.jpg,1.0,"4,6",False
1500533552274.jpg,5.0,6,False
1500533552978.jpg,11.0,7,False
1500533554769.jpg,1.0,"3,7,8",False
1500533556390.jpg,,,True
1500533557926.jpg,3.0,"4,15,6",False
1500533561369.jpg,3.0,"7,8",False
1500533563025.jpg,,,True
1500533570103.jpg,2.0,"4,14",False
1500533571658.jpg,11.0,"12,6",False
1500533573334.jpg,11.0,"5,12",False
1500533574041.jpg,11.0,"12,7",False
1500533576049.jpg,1.0,7,False
1500533578755.jpg,7.0,,False
1500533581105.jpg,14.0,4,False
1500533585349.jpg,6.0,7,False
1500533586115.jpg,6.0,8,False
1500533587837.jpg,11.0,,False
1500533589668.jpg,11.0,"4,7",False
1500533591277.jpg,3.0,"12,9",False
1500533592228.jpg,8.0,,False
1500533596595.jpg,,,True
1500533598468.jpg,1.0,"5,8",False
1500533599318.jpg,9.0,7,False
1500533600136.jpg,5.0,6,False
1500533601688.jpg,6.0,"5,8",False
1500533603564.jpg,5.0,7,False
1500533607035.jpg,6.0,11,False
1500533610462.jpg,11.0,"15,7",False
1500533614143.jpg,14.0,"4,9",False
1500533617579.jpg,,,True
1500533620225.jpg,1.0,8,False
1500533620996.jpg,7.0,14,False
1500533621754.jpg,14.0,9,False
1500533624224.jpg,6.0,8,False
1500533624956.jpg,11.0,8,False
1500533627369.jpg,1.0,12,False
1500533630323.jpg,3.0,"4,15",False
1500533632093.jpg,1.0,"5,8",False
1500533633767.jpg,3.0,"2,13",False
1500533638916.jpg,2.0,9,False
1500533640999.jpg,4.0,11,False
1500533642982.jpg,8.0,"1,4",False
1500533646599.jpg,10.0,"5,9",False
1500533648359.jpg,2.0,9,False
1500533652619.jpg,2.0,7,False
1500533654612.jpg,8.0,4,False
1500533656282.jpg,13.0,1,False
1500533658270.jpg,3.0,9,False
1500533662049.jpg,,,True
1500533663719.jpg,,,True
1500533665485.jpg,3.0,5,False
1500533667334.jpg,5.0,11,False
1500533669356.jpg,6.0,7,False
1500533672668.jpg,3.0,"6,7",False
1500533674310.jpg,11.0,6,False
1500533676019.jpg,11.0,7,False
1500533677669.jpg,7.0,"4,11",False
1500533678407.jpg,11.0,"6,7",False
1500533680010.jpg,11.0,"4,6",False
1500533686774.jpg,7.0,6,False
1500533688390.jpg,,,True
1500533691957.jpg,11.0,"4,7,9",False
1500533696355.jpg,1.0,7,False
1500533701647.jpg,1.0,"4,5,15",False
1500533703583.jpg,11.0,"3,12",False
1500533705279.jpg,,,True
1500533707046.jpg,3.0,2,False
1500533709282.jpg,9.0,2,False
1500533710823.jpg,9.0,7,False
1500533712455.jpg,2.0,9,False
1500533713191.jpg,,,True
1500533715010.jpg,5.0,1,False
1500533715716.jpg,3.0,"12,9",False
1500533717532.jpg,3.0,"5,12",False
1500533719075.jpg,12.0,"2,11",False
1500533720628.jpg,3.0,8,False
1500533725747.jpg,9.0,8,False
1500533726476.jpg,3.0,,False
1500533728089.jpg,9.0,6,False
1500533729553.jpg,6.0,"5,9",False
1500533731168.jpg,11.0,7,False
1500533733880.jpg,12.0,"1,7",False
1500533735448.jpg,9.0,12,False
1500533740028.jpg,3.0,7,False
1500533741856.jpg,9.0,4,False
1500533742595.jpg,7.0,"4,9",False
1500533744378.jpg,2.0,"4,9",False
1500533745094.jpg,12.0,"4,6",False
1500533746721.jpg,12.0,"1,4",False
1500533747749.jpg,3.0,7,False
1500533750926.jpg,3.0,6,False
1500533751637.jpg,6.0,3,False
1500533753922.jpg,4.0,7,False
1500533755514.jpg,11.0,8,False
1500533756993.jpg,6.0,2,False
1500533761684.jpg,5.0,"3,7",False
1500533764895.jpg,6.0,13,False
1500533766741.jpg,,,True
1500533768650.jpg,1.0,6,False
1500533770269.jpg,1.0,,False
1500533773771.jpg,,,True
1500533775720.jpg,5.0,"3,8",False
1500533777308.jpg,1.0,"5,8",False
1500533778922.jpg,1.0,"13,14",False
1500533783151.jpg,,,True
1500533787168.jpg,1.0,6,False
1500533791318.jpg,7.0,"6,7",False
1500533802661.jpg,3.0,9,False
1500533803368.jpg,7.0,9,False
1500533806177.jpg,,,True
1500533806930.jpg,3.0,"4,9",False
1500533808444.jpg,6.0,"7,8",False
1500533810008.jpg,6.0,7,False
1500533811870.jpg,5.0,9,False
1500533815124.jpg,6.0,"5,12",False
1500533816797.jpg,1.0,"4,6",False
1500533817515.jpg,14.0,6,False
1500533822464.jpg,7.0,9,False
1500533828522.jpg,1.0,"4,8",False
1500533829282.jpg,9.0,8,False
1500533830878.jpg,9.0,,False
1500533833671.jpg,,,True
1500533835876.jpg,12.0,9,False
1500533837475.jpg,5.0,9,False
1500533839431.jpg,7.0,4,False
1500533840201.jpg,2.0,14,False
1500533844140.jpg,4.0,1,False
1500533847577.jpg,3.0,,False
1500533849456.jpg,4.0,5,False
1500533851081.jpg,6.0,"13,14",False
1500533851785.jpg,11.0,7,False
1500533853422.jpg,,,True
1500533857440.jpg,4.0,8,False
1500533859348.jpg,2.0,4,False
1500533860033.jpg,10.0,5,False
1500533861623.jpg,6.0,8,False
1500533865405.jpg,14.0,9,False
1500533866439.jpg,3.0,6,False
1500533867450.jpg,,,True
1500533869349.jpg,4.0,"11,8",False
1500533871053.jpg,8.0,11,False
1500533873651.jpg,,,True
1500533876193.jpg,8.0,7,False
1500533878533.jpg,5.0,"1,8",False
1500533880140.jpg,14.0,"5,7",False
1500533882088.jpg,4.0,13,False
1500533882820.jpg,3.0,"4,6",False
1500533884487.jpg,5.0,,False
1500533885178.jpg,1.0,14,False
1500533886848.jpg,8.0,7,False
1500533890593.jpg,5.0,12,False
1500533893275.jpg,7.0,5,False
1500533895617.jpg,3.0,5,False
1500533899321.jpg,3.0,"13,6",False
