image_id,first_compo,others,undecidable
154965.jpg,2.0,"11,7",False
155377.jpg,,,True
155381.jpg,6.0,,False
155481.jpg,7.0,,False
155527.jpg,3.0,11,False
155562.jpg,6.0,13,False
155590.jpg,,,True
155638.jpg,13.0,"2,8",False
155754.jpg,13.0,5,False
155775.jpg,8.0,,False
157458.jpg,6.0,11,False
157528.jpg,,,True
158050.jpg,5.0,"6,7",False
158535.jpg,,,True
158728.jpg,6.0,7,False
159020.jpg,,,True
159160.jpg,1.0,"11,8",False
159226.jpg,,,True
159231.jpg,,,True
159403.jpg,3.0,1,False
159682.jpg,6.0,"5,8",False
160007.jpg,5.0,"1,11",False
160274.jpg,11.0,7,False
160307.jpg,,,True
160322.jpg,6.0,8,False
160371.jpg,6.0,7,False
160471.jpg,8.0,"15,10",False
160547.jpg,,,True
160620.jpg,6.0,7,False
160633.jpg,1.0,4,False
161033.jpg,,,True
161061.jpg,11.0,7,False
161066.jpg,11.0,7,False
161119.jpg,7.0,,False
161167.jpg,7.0,5,False
161234.jpg,11.0,6,False
161288.jpg,2.0,"7,8",False
161633.jpg,6.0,"14,15",False
161647.jpg,4.0,1,False
161858.jpg,3.0,"4,5",False
162113.jpg,5.0,1,False
162398.jpg,5.0,"7,8",False
162518.jpg,9.0,4,False
162770.jpg,,,True
163267.jpg,2.0,4,False
163295.jpg,4.0,9,False
163433.jpg,,,True
163533.jpg,,,True
163612.jpg,5.0,11,False
163633.jpg,5.0,"11,10",False
164213.jpg,6.0,7,False
164383.jpg,,,True
164586.jpg,7.0,9,False
164836.jpg,1.0,,False
164848.jpg,14.0,"12,8",False
165041.jpg,14.0,"13,7",False
165360.jpg,1.0,8,False
165365.jpg,6.0,,False
165878.jpg,,,True
165894.jpg,13.0,"4,14",False
165897.jpg,,,True
165919.jpg,,,True
165951.jpg,6.0,3,False
165970.jpg,7.0,6,False
165987.jpg,4.0,7,False
166043.jpg,7.0,5,False
166056.jpg,13.0,,False
167145.jpg,5.0,2,False
167185.jpg,5.0,"11,15",False
167230.jpg,10.0,5,False
167337.jpg,,,True
16744.jpg,10.0,5,False
167494.jpg,6.0,3,False
167525.jpg,12.0,5,False
167637.jpg,1.0,"11,6",False
167687.jpg,9.0,5,False
16772.jpg,,,True
167758.jpg,7.0,11,False
167762.jpg,13.0,6,False
167814.jpg,2.0,4,False
167971.jpg,,,True
167996.jpg,,,True
168064.jpg,3.0,5,False
168119.jpg,5.0,2,False
168151.jpg,,,True
168165.jpg,6.0,"1,5",False
168169.jpg,5.0,"8,10",False
168184.jpg,4.0,8,False
168245.jpg,5.0,9,False
168331.jpg,11.0,7,False
168361.jpg,6.0,"4,13",False
168416.jpg,,,True
168606.jpg,,,True
168712.jpg,,,True
170428.jpg,2.0,7,False
170466.jpg,15.0,15,False
170610.jpg,7.0,,False
170803.jpg,2.0,"15,8",False
171236.jpg,3.0,,False
171283.jpg,6.0,11,False
171514.jpg,,,True
171867.jpg,,,True
172108.jpg,5.0,,False
172156.jpg,12.0,,False
172352.jpg,1.0,8,False
17236.jpg,6.0,11,False
172429.jpg,,,True
172462.jpg,4.0,,False
172483.jpg,,,True
172694.jpg,14.0,8,False
17294.jpg,4.0,11,False
172944.jpg,1.0,,False
17295.jpg,3.0,8,False
17329.jpg,11.0,,False
173419.jpg,,,True
173431.jpg,,,True
173508.jpg,6.0,,False
173597.jpg,13.0,9,False
174447.jpg,14.0,"4,7",False
174459.jpg,5.0,4,False
174600.jpg,5.0,"7,8",False
174623.jpg,,,True
174808.jpg,,,True
176092.jpg,5.0,10,False
176307.jpg,14.0,7,False
176416.jpg,,,True
176528.jpg,6.0,11,False
176548.jpg,8.0,5,False
176723.jpg,,,True
177674.jpg,,,True
177945.jpg,5.0,,False
178222.jpg,,,True
178367.jpg,6.0,"3,11",False
178573.jpg,6.0,11,False
178580.jpg,1.0,6,False
17889.jpg,7.0,,False
179077.jpg,7.0,,False
179290.jpg,,,True
17956.jpg,1.0,,False
18009.jpg,13.0,6,False
180204.jpg,7.0,2,False
180598.jpg,1.0,8,False
18076.jpg,1.0,11,False
180769.jpg,11.0,,False
180822.jpg,2.0,,False
180981.jpg,9.0,2,False
18100.jpg,2.0,7,False
181017.jpg,9.0,4,False
181283.jpg,4.0,11,False
181683.jpg,,,True
181785.jpg,11.0,4,False
18181.jpg,,,True
18197.jpg,,,True
18213.jpg,2.0,"4,5",False
182183.jpg,4.0,,False
182281.jpg,,,True
18248.jpg,11.0,7,False
182782.jpg,,,True
182790.jpg,11.0,1,False
183009.jpg,5.0,10,False
183115.jpg,1.0,7,False
183159.jpg,11.0,7,False
183189.jpg,7.0,5,False
183274.jpg,6.0,11,False
183321.jpg,10.0,1,False
183938.jpg,2.0,7,False
18404.jpg,5.0,"11,7",False
184157.jpg,,,True
185309.jpg,3.0,,False
185344.jpg,1.0,,False
185493.jpg,1.0,4,False
185561.jpg,6.0,11,False
185597.jpg,1.0,,False
185645.jpg,,,True
185673.jpg,1.0,,False
185686.jpg,1.0,,False
185735.jpg,5.0,6,False
185777.jpg,1.0,,False
18596.jpg,2.0,5,False
185963.jpg,4.0,7,False
186064.jpg,,,True
186687.jpg,,,True
186860.jpg,,,True
187464.jpg,11.0,,False
187559.jpg,7.0,6,False
18838.jpg,13.0,8,False
18843.jpg,8.0,,False
188667.jpg,,,True
18912.jpg,11.0,4,False
189263.jpg,15.0,7,False
189516.jpg,,,True
189594.jpg,11.0,6,False
189700.jpg,9.0,,False
18976.jpg,,,True
189779.jpg,,,True
190056.jpg,,,True
190253.jpg,,,True
190278.jpg,1.0,,False
190993.jpg,,,True
191414.jpg,5.0,2,False
192046.jpg,6.0,8,False
192209.jpg,6.0,"5,13",False
192719.jpg,,,True
192984.jpg,,,True
192985.jpg,,,True
194046.jpg,3.0,4,False
194083.jpg,,,True
195274.jpg,,,True
195436.jpg,6.0,5,False
195484.jpg,,,True
195685.jpg,6.0,11,False
195724.jpg,5.0,,False
195760.jpg,3.0,5,False
19586.jpg,,,True
195956.jpg,,,True
196098.jpg,7.0,,False
196161.jpg,7.0,11,False
196166.jpg,5.0,"11,10",False
196206.jpg,4.0,2,False
196251.jpg,,,True
196348.jpg,4.0,1,False
196355.jpg,8.0,2,False
19662.jpg,,,True
19668.jpg,,,True
196898.jpg,,,True
197021.jpg,,,True
197204.jpg,13.0,6,False
19730.jpg,,,True
197313.jpg,,,True
197343.jpg,,,True
197411.jpg,,,True
19753.jpg,7.0,15,False
197567.jpg,5.0,,False
197967.jpg,7.0,"11,13",False
19947.jpg,,,True
199673.jpg,6.0,,False
199819.jpg,1.0,,False
200360.jpg,,,True
200398.jpg,9.0,,False
200435.jpg,,,True
200732.jpg,2.0,,False
20154.jpg,7.0,,False
201982.jpg,8.0,,False
20207.jpg,4.0,11,False
20240.jpg,3.0,15,False
20254.jpg,,,True
20267.jpg,,,True
20342.jpg,1.0,5,False
203485.jpg,,,True
20368.jpg,,,True
203824.jpg,11.0,8,False
20385.jpg,5.0,12,False
204024.jpg,7.0,,False
20414.jpg,,,True
204143.jpg,12.0,7,False
204700.jpg,1.0,13,False
204855.jpg,,,True
205062.jpg,,,True
20515.jpg,,,True
205339.jpg,,,True
206070.jpg,3.0,13,False
207942.jpg,5.0,7,False
208543.jpg,4.0,7,False
208663.jpg,,,True
209269.jpg,1.0,,False
209384.jpg,3.0,5,False
210136.jpg,4.0,5,False
21053.jpg,,,True
21072.jpg,,,True
210764.jpg,,,True
211464.jpg,7.0,,False
211605.jpg,,,True
211759.jpg,6.0,12,False
211895.jpg,12.0,3,False
212813.jpg,5.0,1,False
21440.jpg,8.0,4,False
21456.jpg,,,True
214984.jpg,1.0,,False
215903.jpg,7.0,,False
21596.jpg,,,True
216104.jpg,5.0,6,False
217590.jpg,11.0,,False
217790.jpg,,,True
217866.jpg,,,True
217929.jpg,11.0,7,False
217973.jpg,,,True
218055.jpg,7.0,,False
21914.jpg,,,True
21989.jpg,,,True
223161.jpg,,,True
223852.jpg,11.0,8,False
223948.jpg,11.0,6,False
224240.jpg,5.0,15,False
224516.jpg,13.0,14,False
225532.jpg,6.0,4,False
225546.jpg,,,True
225842.jpg,1.0,8,False
225847.jpg,,,True
226083.jpg,7.0,,False
226178.jpg,,,True
226185.jpg,1.0,5,False
226368.jpg,,,True
226544.jpg,5.0,3,False
226549.jpg,,,True
226743.jpg,1.0,,False
226823.jpg,5.0,1,False
226885.jpg,6.0,11,False
226903.jpg,12.0,11,False
226904.jpg,8.0,"11,7",False
226972.jpg,12.0,2,False
227030.jpg,12.0,"11,7",False
227060.jpg,6.0,11,False
227180.jpg,,,True
227183.jpg,8.0,,False
227902.jpg,,,True
228018.jpg,2.0,5,False
228068.jpg,,,True
228095.jpg,,,True
228129.jpg,6.0,11,False
228151.jpg,5.0,8,False
228158.jpg,,,True
228253.jpg,6.0,11,False
22896.jpg,13.0,,False
229038.jpg,3.0,2,False
229060.jpg,3.0,11,False
229460.jpg,2.0,6,False
229500.jpg,5.0,8,False
229678.jpg,,,True
229811.jpg,13.0,,False
230234.jpg,6.0,11,False
230241.jpg,,,True
230245.jpg,2.0,6,False
230286.jpg,,,True
230388.jpg,13.0,8,False
230507.jpg,1.0,8,False
230630.jpg,8.0,11,False
230711.jpg,5.0,10,False
230805.jpg,,,True
230809.jpg,4.0,2,False
231009.jpg,7.0,8,False
231102.jpg,5.0,2,False
231877.jpg,3.0,5,False
232047.jpg,1.0,,False
232289.jpg,8.0,11,False
232478.jpg,3.0,10,False
232718.jpg,12.0,4,False
232751.jpg,5.0,10,False
232863.jpg,7.0,6,False
232899.jpg,4.0,"1,8",False
232915.jpg,12.0,4,False
232987.jpg,5.0,,False
233105.jpg,1.0,3,False
233363.jpg,5.0,,False
233763.jpg,4.0,,False
233775.jpg,3.0,"11,7",False
233926.jpg,1.0,8,False
234020.jpg,11.0,6,False
234158.jpg,6.0,7,False
234600.jpg,6.0,5,False
234628.jpg,10.0,8,False
235255.jpg,13.0,8,False
235471.jpg,6.0,3,False
235487.jpg,1.0,4,False
235515.jpg,2.0,5,False
236057.jpg,7.0,5,False
236168.jpg,5.0,4,False
236170.jpg,8.0,,False
23629.jpg,5.0,,False
236518.jpg,8.0,5,False
236917.jpg,,,True
237230.jpg,5.0,12,False
23725.jpg,8.0,,False
237329.jpg,,,True
237368.jpg,,,True
237714.jpg,11.0,1,False
237871.jpg,1.0,8,False
23788.jpg,7.0,12,False
237941.jpg,1.0,7,False
237985.jpg,7.0,,False
238537.jpg,5.0,10,False
238590.jpg,4.0,6,False
238681.jpg,7.0,4,False
238710.jpg,8.0,7,False
23873.jpg,5.0,,False
238755.jpg,,,True
238789.jpg,4.0,"13,9",False
238925.jpg,7.0,6,False
238965.jpg,11.0,5,False
238979.jpg,8.0,10,False
239172.jpg,4.0,14,False
239260.jpg,7.0,,False
239276.jpg,3.0,,False
239334.jpg,7.0,,False
239352.jpg,4.0,7,False
239397.jpg,5.0,8,False
239408.jpg,,,True
239434.jpg,7.0,1,False
239461.jpg,2.0,,False
239483.jpg,10.0,7,False
239498.jpg,1.0,8,False
239503.jpg,1.0,"2,8",False
239518.jpg,5.0,14,False
239533.jpg,,,True
239541.jpg,5.0,4,False
239743.jpg,7.0,1,False
240181.jpg,,,True
240394.jpg,,,True
241651.jpg,1.0,,False
241892.jpg,10.0,15,False
242050.jpg,5.0,12,False
242849.jpg,9.0,7,False
242905.jpg,6.0,13,False
242946.jpg,4.0,2,False
242987.jpg,13.0,14,False
243026.jpg,11.0,5,False
243157.jpg,7.0,11,False
24341.jpg,13.0,8,False
243465.jpg,,,True
243490.jpg,12.0,7,False
243557.jpg,5.0,7,False
24368.jpg,,,True
243705.jpg,1.0,6,False
24372.jpg,,,True
243790.jpg,3.0,8,False
243946.jpg,6.0,7,False
244050.jpg,11.0,5,False
244228.jpg,11.0,7,False
244283.jpg,3.0,"6,10",False
244352.jpg,5.0,8,False
244375.jpg,11.0,5,False
244465.jpg,11.0,7,False
244485.jpg,3.0,8,False
244525.jpg,,,True
24456.jpg,6.0,13,False
244613.jpg,,,True
24465.jpg,1.0,"11,8",False
244665.jpg,5.0,11,False
244731.jpg,7.0,8,False
244744.jpg,12.0,"8,10",False
244786.jpg,6.0,4,False
244813.jpg,9.0,,False
244867.jpg,11.0,7,False
244880.jpg,6.0,7,False
244888.jpg,2.0,4,False
244905.jpg,5.0,10,False
244927.jpg,4.0,8,False
244941.jpg,1.0,2,False
244996.jpg,,,True
245003.jpg,2.0,6,False
245009.jpg,1.0,"5,8",False
245025.jpg,11.0,,False
245040.jpg,4.0,7,False
245105.jpg,11.0,7,False
245130.jpg,11.0,5,False
24516.jpg,,,True
245161.jpg,7.0,4,False
245163.jpg,7.0,11,False
245168.jpg,7.0,9,False
245186.jpg,7.0,,False
24521.jpg,,,True
245275.jpg,12.0,4,False
245283.jpg,2.0,"2,5",False
245466.jpg,7.0,6,False
245469.jpg,1.0,,False
245497.jpg,7.0,15,False
246049.jpg,7.0,6,False
246050.jpg,,,True
246212.jpg,3.0,4,False
246216.jpg,11.0,6,False
246283.jpg,10.0,8,False
24636.jpg,,,True
246414.jpg,,,True
246951.jpg,5.0,6,False
247813.jpg,3.0,8,False
247875.jpg,,,True
248484.jpg,7.0,12,False
248928.jpg,1.0,6,False
24905.jpg,6.0,11,False
24951.jpg,,,True
250510.jpg,7.0,,False
251003.jpg,,,True
251380.jpg,5.0,11,False
251407.jpg,,,True
251461.jpg,4.0,7,False
25227.jpg,,,True
252553.jpg,4.0,3,False
252643.jpg,14.0,11,False
253011.jpg,11.0,5,False
253020.jpg,1.0,"11,6",False
253021.jpg,7.0,2,False
253033.jpg,11.0,8,False
253040.jpg,,,True
253087.jpg,11.0,7,False
253100.jpg,5.0,11,False
253105.jpg,5.0,7,False
253301.jpg,11.0,6,False
253303.jpg,,,True
253318.jpg,6.0,7,False
253351.jpg,5.0,8,False
253392.jpg,,,True
253495.jpg,,,True
253572.jpg,8.0,7,False
253579.jpg,,,True
253726.jpg,,,True
253770.jpg,,,True
253771.jpg,12.0,9,False
253797.jpg,,,True
253799.jpg,8.0,10,False
253801.jpg,10.0,11,False
253803.jpg,1.0,"12,6",False
253834.jpg,1.0,"5,8",False
253843.jpg,,,True
253913.jpg,,,True
254015.jpg,10.0,7,False
254110.jpg,10.0,8,False
254145.jpg,11.0,8,False
254195.jpg,7.0,2,False
254225.jpg,1.0,8,False
254261.jpg,4.0,8,False
254282.jpg,,,True
254295.jpg,7.0,6,False
254417.jpg,1.0,8,False
254421.jpg,,,True
254459.jpg,12.0,7,False
254478.jpg,,,True
254515.jpg,5.0,11,False
254564.jpg,12.0,8,False
254571.jpg,5.0,4,False
254588.jpg,4.0,"11,7",False
254592.jpg,7.0,,False
254600.jpg,8.0,,False
254606.jpg,,,True
254613.jpg,,,True
254618.jpg,2.0,13,False
254627.jpg,,,True
254636.jpg,5.0,,False
254646.jpg,8.0,,False
254680.jpg,12.0,7,False
254704.jpg,11.0,,False
254736.jpg,7.0,,False
254801.jpg,11.0,14,False
254808.jpg,11.0,5,False
254842.jpg,,,True
254846.jpg,,,True
254848.jpg,1.0,8,False
254858.jpg,,,True
254859.jpg,10.0,8,False
254873.jpg,7.0,4,False
254892.jpg,,,True
254955.jpg,9.0,7,False
254961.jpg,8.0,,False
254966.jpg,10.0,8,False
254976.jpg,5.0,10,False
254978.jpg,,,True
254983.jpg,7.0,14,False
254986.jpg,7.0,6,False
255038.jpg,6.0,11,False
255042.jpg,6.0,5,False
255047.jpg,11.0,7,False
255121.jpg,8.0,,False
255137.jpg,10.0,8,False
255143.jpg,1.0,"5,8,10",False
255150.jpg,1.0,12,False
255158.jpg,5.0,9,False
255159.jpg,11.0,,False
255186.jpg,,,True
255195.jpg,7.0,,False
255198.jpg,7.0,14,False
255224.jpg,6.0,2,False
255252.jpg,11.0,7,False
255254.jpg,7.0,8,False
255258.jpg,1.0,8,False
255277.jpg,2.0,,False
255306.jpg,11.0,7,False
255371.jpg,8.0,,False
255400.jpg,4.0,5,False
255401.jpg,7.0,11,False
255404.jpg,1.0,6,False
255409.jpg,11.0,7,False
255423.jpg,8.0,11,False
255435.jpg,5.0,8,False
255451.jpg,5.0,11,False
255460.jpg,1.0,2,False
255469.jpg,,,True
255476.jpg,1.0,"3,5",False
255479.jpg,7.0,8,False
255488.jpg,10.0,7,False
255496.jpg,6.0,7,False
255505.jpg,5.0,6,False
25556.jpg,,,True
255565.jpg,,,True
255575.jpg,4.0,1,False
255620.jpg,11.0,8,False
256249.jpg,6.0,,False
256360.jpg,,,True
256434.jpg,,,True
256450.jpg,11.0,,False
25651.jpg,6.0,13,False
256700.jpg,,,True
256711.jpg,,,True
256750.jpg,,,True
257326.jpg,,,True
257388.jpg,,,True
25831.jpg,7.0,,False
258334.jpg,7.0,,False
258362.jpg,10.0,7,False
25850.jpg,4.0,8,False
258718.jpg,,,True
259337.jpg,1.0,4,False
25938.jpg,1.0,6,False
259504.jpg,,,True
259858.jpg,11.0,6,False
25995.jpg,,,True
260014.jpg,7.0,11,False
260247.jpg,6.0,5,False
260512.jpg,4.0,9,False
26052.jpg,,,True
26086.jpg,1.0,"4,8",False
260918.jpg,11.0,"1,7",False
26102.jpg,,,True
261371.jpg,11.0,4,False
261523.jpg,1.0,9,False
261699.jpg,,,True
261824.jpg,5.0,,False
261951.jpg,,,True
261974.jpg,13.0,8,False
261997.jpg,6.0,8,False
262079.jpg,11.0,6,False
26221.jpg,13.0,8,False
26222.jpg,7.0,,False
262220.jpg,,,True
262227.jpg,7.0,"15,10",False
26224.jpg,7.0,15,False
26228.jpg,6.0,4,False
262381.jpg,5.0,8,False
262470.jpg,7.0,5,False
262528.jpg,1.0,8,False
26254.jpg,7.0,"11,6",False
262763.jpg,7.0,"11,6",False
262810.jpg,6.0,7,False
26300.jpg,,,True
26315.jpg,,,True
26319.jpg,4.0,8,False
263234.jpg,8.0,"11,9",False
263328.jpg,8.0,5,False
263419.jpg,11.0,15,False
263492.jpg,12.0,10,False
263598.jpg,11.0,8,False
263640.jpg,,,True
263751.jpg,11.0,8,False
263833.jpg,6.0,15,False
263847.jpg,3.0,5,False
263965.jpg,7.0,"4,6",False
264036.jpg,7.0,15,False
264050.jpg,,,True
264057.jpg,6.0,7,False
264086.jpg,3.0,9,False
264529.jpg,6.0,"5,8",False
264611.jpg,,,True
264872.jpg,,,True
265286.jpg,5.0,9,False
265623.jpg,,,True
266030.jpg,6.0,11,False
266046.jpg,,,True
266285.jpg,8.0,11,False
