image_id,first_compo,others,undecidable
345484.jpg,5.0,"12,8",False
766691.jpg,8.0,5,False
856238.jpg,5.0,"15,6,8",False
82315.jpg,8.0,,False
757522.jpg,5.0,2,False
116340.jpg,,,True
71771.jpg,13.0,3,False
167762.jpg,13.0,"6,8",False
116317.jpg,8.0,5,False
840494.jpg,5.0,11,False
900764.jpg,5.0,4,False
404792.jpg,9.0,,False
802406.jpg,9.0,"5,11",False
667355.jpg,5.0,"13,9",False
237230.jpg,10.0,,False
383921.jpg,,,True
122151.jpg,4.0,5,False
763627.jpg,13.0,,False
113369.jpg,13.0,"5,6",False
419117.jpg,13.0,5,False
938199.jpg,8.0,7,False
615604.jpg,8.0,7,False
571384.jpg,8.0,,False
47396.jpg,9.0,,False
636014.jpg,13.0,6,False
579475.jpg,7.0,8,False
886946.jpg,6.0,7,False
418933.jpg,1.0,"5,8",False
616671.jpg,2.0,"8,9",False
181017.jpg,9.0,14,False
945805.jpg,7.0,11,False
918734.jpg,8.0,4,False
372034.jpg,10.0,,False
254892.jpg,6.0,"7,8",False
834765.jpg,5.0,8,False
545949.jpg,3.0,5,False
772192.jpg,9.0,13,False
522884.jpg,5.0,4,False
664660.jpg,8.0,3,False
708037.jpg,6.0,"3,8",False
873393.jpg,6.0,1,False
416980.jpg,13.0,9,False
948453.jpg,9.0,5,False
523638.jpg,8.0,5,False
348842.jpg,5.0,,False
383437.jpg,9.0,4,False
394347.jpg,6.0,,False
822875.jpg,6.0,5,False
253392.jpg,1.0,8,False
778602.jpg,14.0,8,False
255137.jpg,10.0,,False
114586.jpg,1.0,"5,8,10",False
603615.jpg,,,True
828141.jpg,6.0,"3,8",False
37399.jpg,9.0,,False
802712.jpg,2.0,"1,5,8",False
832617.jpg,11.0,"5,8",False
13707.jpg,4.0,1,False
276287.jpg,10.0,,False
758217.jpg,6.0,,False
771291.jpg,8.0,"1,5",False
759694.jpg,6.0,,False
318997.jpg,5.0,13,False
254808.jpg,5.0,11,False
51633.jpg,9.0,,False
46651.jpg,8.0,,False
516492.jpg,5.0,"3,6",False
664168.jpg,9.0,,False
872653.jpg,3.0,10,False
134626.jpg,8.0,,False
93233.jpg,7.0,5,False
674570.jpg,5.0,8,False
308705.jpg,11.0,9,False
226178.jpg,13.0,"6,8",False
208543.jpg,4.0,8,False
785679.jpg,5.0,"1,4",False
294402.jpg,7.0,8,False
417687.jpg,9.0,8,False
781734.jpg,6.0,"5,13",False
165970.jpg,8.0,"6,7",False
33043.jpg,6.0,"4,11",False
767389.jpg,5.0,6,False
275961.jpg,3.0,"6,7,8",False
869300.jpg,11.0,6,False
262763.jpg,5.0,7,False
745855.jpg,9.0,"14,8",False
404879.jpg,1.0,13,False
734797.jpg,1.0,4,False
254600.jpg,8.0,,False
684626.jpg,3.0,,False
830432.jpg,5.0,8,False
546802.jpg,11.0,4,False
81682.jpg,5.0,"13,15,7",False
706734.jpg,4.0,"5,9",False
518219.jpg,7.0,"1,3,8",False
30847.jpg,1.0,9,False
398033.jpg,8.0,,False
909118.jpg,3.0,"2,9",False
871851.jpg,6.0,6,False
207942.jpg,5.0,4,False
388802.jpg,1.0,9,False
825869.jpg,12.0,"5,13",False
178367.jpg,8.0,,False
152274.jpg,1.0,"2,8",False
626541.jpg,13.0,12,False
722266.jpg,1.0,3,False
37762.jpg,9.0,8,False
938469.jpg,5.0,8,False
20254.jpg,2.0,"8,9",False
627790.jpg,11.0,15,False
237714.jpg,11.0,,False
253579.jpg,1.0,"5,9",False
398595.jpg,3.0,"5,6,10",False
929278.jpg,8.0,11,False
75393.jpg,8.0,3,False
829465.jpg,10.0,"12,13",False
114806.jpg,3.0,6,False
795598.jpg,15.0,"4,9",False
12611.jpg,13.0,9,False
244613.jpg,13.0,,False
26052.jpg,7.0,6,False
916354.jpg,11.0,"12,9",False
542478.jpg,5.0,13,False
521589.jpg,5.0,9,False
907725.jpg,4.0,,False
547336.jpg,9.0,4,False
404024.jpg,3.0,1,False
564149.jpg,10.0,5,False
835051.jpg,1.0,"8,9",False
312200.jpg,3.0,"12,7",False
65885.jpg,8.0,2,False
129482.jpg,14.0,13,False
836182.jpg,6.0,8,False
696328.jpg,7.0,3,False
822283.jpg,1.0,7,False
593141.jpg,4.0,"5,8",False
578977.jpg,10.0,14,False
904880.jpg,5.0,"13,15,8",False
788707.jpg,7.0,5,False
674679.jpg,7.0,13,False
286762.jpg,13.0,7,False
860802.jpg,6.0,5,False
50010.jpg,7.0,11,False
115556.jpg,3.0,8,False
125955.jpg,13.0,8,False
273073.jpg,15.0,"12,13",False
394513.jpg,11.0,6,False
167996.jpg,13.0,8,False
552972.jpg,8.0,6,False
805388.jpg,13.0,7,False
236518.jpg,9.0,"2,5",False
295129.jpg,1.0,"3,13",False
921383.jpg,11.0,,False
381966.jpg,,,True
101868.jpg,8.0,1,False
596661.jpg,8.0,,False
830807.jpg,10.0,"5,8",False
411106.jpg,1.0,"6,8",False
173597.jpg,14.0,,False
268142.jpg,5.0,"15,8",False
696485.jpg,4.0,7,False
759560.jpg,6.0,7,False
134077.jpg,8.0,10,False
282835.jpg,5.0,8,False
519422.jpg,6.0,8,False
134642.jpg,9.0,7,False
633560.jpg,2.0,"5,9",False
747266.jpg,14.0,"1,7",False
905351.jpg,3.0,9,False
653134.jpg,5.0,8,False
887336.jpg,6.0,3,False
535410.jpg,13.0,"5,15",False
101824.jpg,1.0,"3,5",False
784849.jpg,10.0,9,False
668450.jpg,4.0,"3,8,9",False
544636.jpg,11.0,7,False
115117.jpg,9.0,5,False
37494.jpg,6.0,12,False
75395.jpg,3.0,6,False
56143.jpg,6.0,4,False
358806.jpg,15.0,8,False
694109.jpg,10.0,8,False
13825.jpg,1.0,"13,8",False
894180.jpg,13.0,8,False
676242.jpg,11.0,13,False
153109.jpg,2.0,"5,13",False
320767.jpg,3.0,"5,8",False
566687.jpg,3.0,6,False
870017.jpg,4.0,9,False
12489.jpg,13.0,7,False
955532.jpg,7.0,,False
349543.jpg,5.0,3,False
311809.jpg,5.0,"4,10",False
183115.jpg,11.0,,False
817454.jpg,13.0,"6,10",False
282122.jpg,5.0,8,False
926226.jpg,5.0,11,False
634141.jpg,5.0,"4,8,10",False
350912.jpg,12.0,"5,9",False
388010.jpg,8.0,13,False
874097.jpg,13.0,"5,9",False
772186.jpg,1.0,,False
745230.jpg,11.0,5,False
758278.jpg,6.0,3,False
541963.jpg,5.0,8,False
837978.jpg,11.0,,False
759666.jpg,,,True
52405.jpg,7.0,,False
24341.jpg,8.0,,False
843632.jpg,6.0,"5,15",False
830769.jpg,8.0,1,False
693918.jpg,5.0,13,False
420052.jpg,1.0,8,False
607469.jpg,1.0,8,False
654531.jpg,5.0,,False
127977.jpg,8.0,,False
116338.jpg,9.0,14,False
825874.jpg,13.0,1,False
73787.jpg,13.0,8,False
276095.jpg,3.0,6,False
158535.jpg,8.0,14,False
261824.jpg,5.0,,False
152836.jpg,5.0,"14,8",False
631876.jpg,4.0,8,False
411501.jpg,9.0,"14,8",False
368863.jpg,1.0,"3,8",False
774445.jpg,13.0,"8,10",False
217929.jpg,7.0,,False
911287.jpg,11.0,13,False
594022.jpg,5.0,13,False
649782.jpg,5.0,"3,8",False
314544.jpg,14.0,8,False
908894.jpg,9.0,"5,7",False
785558.jpg,2.0,,False
32776.jpg,1.0,"3,7",False
160322.jpg,8.0,5,False
59379.jpg,8.0,,False
196098.jpg,7.0,"8,9",False
753064.jpg,4.0,6,False
161033.jpg,2.0,,False
278325.jpg,15.0,9,False
292578.jpg,10.0,"6,8",False
621390.jpg,9.0,5,False
812714.jpg,13.0,7,False
547443.jpg,11.0,"12,7",False
927386.jpg,2.0,"5,15,8",False
526617.jpg,12.0,5,False
281637.jpg,6.0,"7,8",False
50065.jpg,10.0,"15,8",False
921317.jpg,2.0,5,False
947611.jpg,7.0,,False
857676.jpg,11.0,"4,12,9",False
722575.jpg,6.0,1,False
339128.jpg,4.0,"5,9",False
13750.jpg,6.0,"3,13,8",False
755031.jpg,6.0,,False
805015.jpg,5.0,"2,4,11",False
856128.jpg,1.0,"6,8",False
713541.jpg,8.0,,False
544513.jpg,13.0,,False
230711.jpg,5.0,10,False
899319.jpg,4.0,15,False
900454.jpg,7.0,11,False
745444.jpg,8.0,11,False
164848.jpg,15.0,"5,13,8",False
761396.jpg,4.0,"5,7",False
13017.jpg,3.0,,False
164383.jpg,5.0,9,False
604114.jpg,5.0,"2,7",False
663688.jpg,1.0,,False
835824.jpg,1.0,"5,8,10",False
46057.jpg,1.0,"13,7",False
264050.jpg,3.0,9,False
823805.jpg,9.0,8,False
229811.jpg,13.0,,False
165894.jpg,9.0,"14,15",False
172108.jpg,5.0,12,False
20342.jpg,1.0,"5,8",False
287060.jpg,11.0,7,False
285901.jpg,5.0,6,False
759588.jpg,7.0,10,False
666398.jpg,13.0,9,False
11133.jpg,5.0,"8,9",False
795365.jpg,1.0,9,False
823056.jpg,1.0,"3,5",False
254986.jpg,7.0,8,False
176307.jpg,14.0,,False
904668.jpg,5.0,10,False
766039.jpg,2.0,6,False
75743.jpg,2.0,,False
328266.jpg,8.0,4,False
738256.jpg,13.0,,False
60321.jpg,8.0,,False
571257.jpg,11.0,1,False
751537.jpg,4.0,"5,8",False
933105.jpg,15.0,"5,11",False
270699.jpg,13.0,9,False
416898.jpg,5.0,"13,6",False
204024.jpg,7.0,11,False
344224.jpg,4.0,9,False
357973.jpg,5.0,"2,13,6,9",False
879227.jpg,4.0,15,False
282940.jpg,9.0,15,False
535851.jpg,13.0,11,False
650899.jpg,9.0,,False
768963.jpg,1.0,"3,12,8",False
922983.jpg,14.0,"4,15",False
526369.jpg,2.0,3,False
710023.jpg,3.0,"2,5",False
854120.jpg,4.0,8,False
75360.jpg,5.0,14,False
281052.jpg,13.0,11,False
356901.jpg,1.0,"7,8",False
522309.jpg,4.0,5,False
810918.jpg,13.0,"1,10",False
633290.jpg,13.0,7,False
292532.jpg,6.0,5,False
155754.jpg,14.0,4,False
275251.jpg,9.0,,False
716634.jpg,1.0,"15,9",False
834089.jpg,11.0,4,False
741323.jpg,5.0,8,False
850016.jpg,6.0,7,False
253495.jpg,4.0,"8,9",False
552731.jpg,6.0,3,False
807416.jpg,9.0,11,False
852028.jpg,5.0,11,False
62486.jpg,13.0,"6,8",False
266666.jpg,1.0,,False
72773.jpg,9.0,1,False
51574.jpg,3.0,8,False
205339.jpg,8.0,9,False
769240.jpg,5.0,"13,8",False
33198.jpg,13.0,,False
810906.jpg,1.0,10,False
623529.jpg,5.0,,False
812608.jpg,1.0,12,False
153179.jpg,7.0,"8,9",False
664242.jpg,6.0,"5,15",False
171867.jpg,5.0,"4,11",False
172352.jpg,3.0,13,False
391357.jpg,5.0,9,False
517856.jpg,7.0,9,False
671288.jpg,13.0,"5,8",False
674862.jpg,3.0,"1,11",False
538421.jpg,13.0,11,False
365480.jpg,5.0,,False
209384.jpg,3.0,"13,8",False
916801.jpg,3.0,"4,13",False
52657.jpg,8.0,,False
955632.jpg,15.0,13,False
19662.jpg,,,True
298415.jpg,13.0,,False
41441.jpg,13.0,"6,8",False
588374.jpg,,,True
398376.jpg,5.0,"11,6",False
703839.jpg,4.0,5,False
418752.jpg,6.0,"3,15",False
801836.jpg,5.0,"1,3",False
574985.jpg,15.0,"1,8",False
790226.jpg,,,True
403787.jpg,9.0,,False
287333.jpg,5.0,13,False
12850.jpg,6.0,11,False
650794.jpg,5.0,8,False
56031.jpg,6.0,5,False
31162.jpg,9.0,1,False
906746.jpg,11.0,,False
303563.jpg,12.0,"6,7",False
744937.jpg,5.0,,False
391718.jpg,4.0,"6,7",False
173419.jpg,5.0,8,False
239743.jpg,11.0,13,False
409138.jpg,13.0,2,False
127723.jpg,3.0,9,False
930052.jpg,1.0,"15,8,9",False
254636.jpg,5.0,,False
389022.jpg,6.0,11,False
418680.jpg,4.0,"2,8",False
571423.jpg,6.0,8,False
140921.jpg,5.0,13,False
262470.jpg,5.0,1,False
756527.jpg,4.0,8,False
882254.jpg,15.0,"8,9",False
286939.jpg,1.0,,False
840430.jpg,3.0,6,False
50256.jpg,6.0,11,False
733940.jpg,4.0,9,False
171283.jpg,6.0,15,False
624619.jpg,5.0,"3,15,6,8",False
664653.jpg,13.0,,False
898092.jpg,3.0,"5,9",False
855982.jpg,7.0,"3,9",False
361691.jpg,7.0,4,False
770886.jpg,5.0,4,False
535515.jpg,11.0,13,False
645561.jpg,7.0,"13,8",False
933640.jpg,11.0,5,False
313224.jpg,11.0,5,False
693673.jpg,9.0,,False
694236.jpg,7.0,"5,6",False
579340.jpg,11.0,9,False
377221.jpg,9.0,"13,15",False
546630.jpg,4.0,,False
336773.jpg,2.0,"11,8",False
756108.jpg,10.0,"14,8",False
544292.jpg,13.0,,False
696547.jpg,6.0,5,False
857823.jpg,8.0,"9,10",False
153222.jpg,3.0,"6,9",False
244352.jpg,5.0,8,False
712250.jpg,3.0,5,False
916498.jpg,8.0,,False
827878.jpg,10.0,"1,5,9",False
196898.jpg,13.0,,False
920602.jpg,9.0,"13,7",False
402236.jpg,6.0,11,False
245161.jpg,9.0,5,False
279958.jpg,1.0,11,False
745581.jpg,5.0,4,False
535904.jpg,7.0,,False
253797.jpg,12.0,"13,8",False
693328.jpg,15.0,"4,8",False
627466.jpg,10.0,7,False
247875.jpg,13.0,,False
356865.jpg,5.0,,False
563879.jpg,9.0,7,False
402286.jpg,10.0,,False
323588.jpg,9.0,,False
99165.jpg,7.0,,False
716363.jpg,4.0,8,False
593979.jpg,13.0,11,False
755809.jpg,4.0,9,False
680639.jpg,8.0,10,False
760006.jpg,5.0,6,False
874253.jpg,5.0,4,False
11546.jpg,1.0,6,False
843227.jpg,8.0,"4,7,9",False
284672.jpg,8.0,,False
199819.jpg,1.0,7,False
314775.jpg,12.0,6,False
831717.jpg,10.0,,False
923103.jpg,3.0,6,False
870326.jpg,7.0,,False
873573.jpg,5.0,"3,8",False
132073.jpg,6.0,7,False
356170.jpg,3.0,13,False
873691.jpg,7.0,"5,9",False
115263.jpg,8.0,,False
297456.jpg,3.0,13,False
319787.jpg,1.0,8,False
349123.jpg,3.0,5,False
667197.jpg,8.0,,False
66422.jpg,13.0,11,False
398465.jpg,1.0,5,False
292712.jpg,13.0,,False
809327.jpg,9.0,,False
840623.jpg,3.0,"13,6",False
246951.jpg,5.0,8,False
607157.jpg,6.0,5,False
600708.jpg,1.0,5,False
933958.jpg,5.0,"9,10",False
825861.jpg,6.0,"5,7,8",False
81589.jpg,6.0,7,False
33367.jpg,13.0,,False
599001.jpg,7.0,8,False
893920.jpg,2.0,9,False
412065.jpg,15.0,5,False
518784.jpg,13.0,,False
758152.jpg,9.0,,False
171236.jpg,3.0,,False
81528.jpg,11.0,9,False
365803.jpg,4.0,5,False
920389.jpg,15.0,6,False
777390.jpg,9.0,2,False
523613.jpg,15.0,"1,12,6",False
693071.jpg,5.0,6,False
872707.jpg,12.0,"3,10",False
799241.jpg,5.0,4,False
693851.jpg,7.0,3,False
547434.jpg,5.0,9,False
873886.jpg,9.0,,False
844167.jpg,10.0,"13,15",False
244786.jpg,6.0,"5,9",False
649204.jpg,8.0,5,False
390041.jpg,11.0,,False
921471.jpg,8.0,4,False
168416.jpg,13.0,,False
851724.jpg,4.0,"5,8",False
71717.jpg,5.0,12,False
52398.jpg,11.0,7,False
255620.jpg,5.0,"13,10",False
878895.jpg,13.0,3,False
244941.jpg,2.0,4,False
228151.jpg,8.0,"1,4",False
759729.jpg,5.0,"11,6",False
839716.jpg,5.0,6,False
46089.jpg,15.0,10,False
308584.jpg,5.0,8,False
657301.jpg,8.0,"1,4",False
691107.jpg,6.0,"5,12,9",False
294603.jpg,14.0,,False
761576.jpg,13.0,8,False
50746.jpg,9.0,,False
723959.jpg,5.0,8,False
743630.jpg,1.0,,False
289104.jpg,4.0,,False
622844.jpg,15.0,6,False
747949.jpg,9.0,8,False
786190.jpg,5.0,,False
102741.jpg,5.0,8,False
12935.jpg,13.0,,False
784330.jpg,4.0,,False
563796.jpg,7.0,15,False
632638.jpg,5.0,"7,8",False
409522.jpg,1.0,"3,11,15",False
252553.jpg,3.0,4,False
605812.jpg,13.0,11,False
144425.jpg,11.0,4,False
834667.jpg,10.0,15,False
698943.jpg,15.0,8,False
328192.jpg,,,True
533958.jpg,8.0,3,False
850938.jpg,4.0,5,False
121071.jpg,9.0,,False
375730.jpg,9.0,3,False
196206.jpg,9.0,"4,5",False
574998.jpg,1.0,3,False
162398.jpg,5.0,7,False
274198.jpg,5.0,"8,9",False
161167.jpg,8.0,5,False
742930.jpg,4.0,5,False
951018.jpg,7.0,6,False
692739.jpg,5.0,6,False
838247.jpg,9.0,5,False
70684.jpg,6.0,11,False
879978.jpg,1.0,10,False
822940.jpg,12.0,9,False
208663.jpg,9.0,,False
564495.jpg,5.0,,False
331154.jpg,5.0,"5,14",False
624843.jpg,13.0,"5,8",False
750198.jpg,7.0,8,False
774213.jpg,5.0,13,False
528970.jpg,1.0,"15,8",False
64399.jpg,1.0,"5,10",False
658421.jpg,3.0,5,False
906199.jpg,6.0,5,False
918505.jpg,3.0,,False
330753.jpg,3.0,,False
864395.jpg,9.0,11,False
226368.jpg,9.0,6,False
394213.jpg,13.0,11,False
298846.jpg,5.0,11,False
722160.jpg,1.0,8,False
695830.jpg,3.0,10,False
105190.jpg,4.0,,False
782183.jpg,3.0,"5,6",False
281504.jpg,1.0,"5,6",False
942268.jpg,3.0,5,False
71999.jpg,7.0,"4,15",False
517082.jpg,8.0,"5,6",False
165878.jpg,3.0,"13,8",False
950770.jpg,5.0,11,False
548267.jpg,5.0,7,False
607444.jpg,1.0,"6,10",False
954452.jpg,9.0,,False
419991.jpg,4.0,9,False
298716.jpg,7.0,9,False
693791.jpg,7.0,8,False
921664.jpg,11.0,,False
325406.jpg,13.0,"5,8",False
236057.jpg,13.0,11,False
873800.jpg,11.0,"2,4",False
857551.jpg,1.0,,False
50761.jpg,10.0,,False
746285.jpg,4.0,,False
32901.jpg,1.0,,False
742355.jpg,11.0,5,False
412875.jpg,,,True
121760.jpg,8.0,"4,13",False
755664.jpg,6.0,7,False
752142.jpg,15.0,,False
254421.jpg,9.0,5,False
771924.jpg,13.0,5,False
91073.jpg,6.0,7,False
